name,team,league,apps,minutes,player_id,fotmob_rating,fotmob_mins_played,fotmob_accurate_passes,fotmob_key_passes,fotmob_xa,fotmob_xa_p90,fotmob_xg_xa_p90,fotmob_dribbles_won,defensive_contributions,fotmob_tackles,fotmob_clearances,ball_recovery,fotmob_penalties_conceded,fotmob_clean_sheets,fotmob_save_pct,fotmob_saves,fotmob_goals_prevented,fotmob_goals_conceded,fotmob_fouls,fotmob_yellow_cards,fotmob_interceptions,fotmob_big_chances_created,fotmob_goals,fotmob_goals_assists,fotmob_goals_p90,fotmob_xg,fotmob_xg_p90,fotmob_xgot,fotmob_shots_on_target,fotmob_shots,fotmob_accurate_long_balls,fotmob_big_chances_missed,fotmob_blocks,fotmob_poss_won_att_3rd,fotmob_assists,fotmob_penalties_won,fotmob_red_cards,fotmob_phys_top_speed,fotmob_phys_distance,fotmob_phys_sprints,fotmob_phys_distance_p90,fotmob_phys_sprints_p90,season,row_id,norm_name,source
"Ibrahim Diabate",9866,"La Liga",,,1104401,,581,,2,0.1,,,,,,,,,,,,,,,1,,,2,2,,1.8,,2.3,,,,3,,,,,,,,,,,2025/2026,24379,,
"Iv\\u00e1n Balliu",8370,"La Liga",,,264885,,578,,3,0.3,,,,,,,,,,,,,,,2,,,,,,0.4,,,,,,1,,,,,,,,,,,2025/2026,24380,,
Gavi,8634,"La Liga",,,1279040,,574,,8,0.3,,,,,,,,1,,,,,,,3,,1,,1,,,,,,,,,,,1,,,,,,,,2025/2026,24381,,
"C\\u00e9dric Bakambu",8603,"La Liga",,,201939,,562,,4,0.5,,,,,,,,,,,,,,,1,,2,3,4,,3.4,,3.7,,,,5,,,1,,,,,,,,2025/2026,24382,,
Josan,10268,"La Liga",,,623982,,554,35.9,21,2.6,0.43,0.47,1.1,3.7,1.9,0.8,3.9,,,,,,,0.8,2,0.8,4,,3,,0.3,0.04,0.2,0.2,0.5,1.6,,0.2,0.3,3,,,,,,,,2025/2026,24383,,
"\\u00c1lvaro Fidalgo",8603,"La Liga",,,895954,,547,,4,0.2,,,,,,,,,,,,,,,,,,1,1,,0.5,,1,,,,,,,,,,,,,,,2025/2026,24384,,
"Javi Mu\\u00f1oz",8305,"La Liga",,,616531,,545,,7,0.8,,,,,,,,,,,,,,,,,,,,,0.4,,0.2,,,,,,,,,,,,,,,2025/2026,24385,,
"Mouctar Diakhaby",10267,"La Liga",,,561198,,544,,1,0.1,,,,,,,,,,,,,,,3,,,1,1,,0.5,,0.9,,,,,,,,1,,,,,,,2025/2026,24386,,
"Buba Sangar\\u00e9",10268,"La Liga",,,1583872,,541,,1,0.1,,,,,,,,,,,,,,,3,,1,,,,0.1,,,,,,,,,,,,,,,,,2025/2026,24387,,
"Andriy Lunin",8633,"La Liga",,,800882,,540,,,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2025/2026,24388,,
"Diego Pamp\\u00edn",8581,"La Liga",,,881124,,534,,3,0.3,,,,,,,,,,,,,,,3,,,,,,0.2,,,,,,,,,,,,,,,,,2025/2026,24389,,
"Allan Nyom",8305,"La Liga",,,213809,,524,,5,1,,,,,,,,,,,,,,,6,,1,,1,,0.2,,0.4,,,,,,,1,,1,,,,,,2025/2026,24390,,
"Yeray \\u00c1lvarez",8315,"La Liga",,,639450,,514,,3,0.2,,,,,,,,1,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,2025/2026,24391,,
"Zito Luvumbo",8661,"La Liga",,,1089744,,509,,9,0.8,,,,,,,,,,,,,,,2,,2,,2,,0.6,,1.9,,,,2,,,2,,,,,,,,2025/2026,24392,,
"Josip Brekalo",8670,"La Liga",,,688668,,483,,11,1.1,,,,,,,,1,,,,,,,1,,3,,,,0.3,,0.1,,,,,,,,,,,,,,,2025/2026,24393,,
"Dani Ceballos",8633,"La Liga",,,531629,,482,,9,0.7,,,,,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,2025/2026,24394,,
"H\\u00e9ctor Fort",10268,"La Liga",,,1490110,,482,,4,0.2,,,,,,,,,,,,,,,,,,2,4,,0.6,,1.2,,,,1,,,2,,,,,,,,2025/2026,24395,,
Portu,7732,"La Liga",,,282692,,473,,3,0.6,,,,,,,,,,,,,,,1,,,,,,1.4,,2.3,,,,3,,,,,,,,,,,2025/2026,24396,,
"Paco Cort\\u00e9s",8581,"La Liga",,,1649293,,471,,6,0.6,,,,,,,,,,,,,,,2,,2,,,,0.5,,0.4,,,,,,,,,,,,,,,2025/2026,24397,,
"Luiz Felipe",8370,"La Liga",,,672840,,470,,1,0,,,,,,,,,,,,,,,1,,,,,,0.4,,0.1,,,,,,,,,,,,,,,2025/2026,24398,,
"Carlos Mart\\u00edn",8370,"La Liga",,,1282015,,452,,3,0.2,,,,,,,,,,,,,,,1,,1,,,,1.3,,1.5,,,,1,,,,,,,,,,,2025/2026,24399,,
"Lucas Bergstr\\u00f6m",8661,"La Liga",,,1096396,,450,,,0,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2025/2026,24400,,
"\\u00d8rjan H\\u00e5skjold Nyland",8302,"La Liga",,,73409,,450,,,0,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2025/2026,24401,,
"Arsen Zakharyan",8560,"La Liga",,,1175610,,448,,10,1.3,,,,,,,,,,,,,,,2,,3,,,,1,,0.8,,,,2,,,,,,,,,,,2025/2026,24402,,
"Mikel Vesga",8315,"La Liga",,,616545,,444,44,4,0.2,0.04,0.07,1.4,7.5,3.6,2,7.7,,,,,,,1.6,,1.8,,,,,0.1,0.03,,,0.6,3.6,1,,1.4,,,,,,,,,2025/2026,24403,,
"Jozhua Vertrouwd",8370,"La Liga",,,1255090,,441,,2,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,2025/2026,24404,,
"Marash Kumbulla",8661,"La Liga",,,872362,,438,,1,0,,,,,,,,,,,,,,,1,,,,,,0.1,,,,,,,,,,,,,,,,,2025/2026,24405,,
"Cyril Ngonge",8558,"La Liga",,,994403,,426,,8,1,,,,,,,,,,,,,,,4,,4,,2,,0.5,,0.3,,,,1,,,2,,,,,,,,2025/2026,24406,,
"Enrique Barja",8371,"La Liga",,,574624,,424,19.3,11,1.4,0.3,0.5,1.3,2.8,1.1,1.1,2.5,,,,,,,2.3,4,0.4,,2,4,0.42,0.9,0.2,1.6,0.8,1.7,1.7,,0.2,0.8,2,,,,,,,,2025/2026,24407,,
"David Alaba",8633,"La Liga",,,121633,,421,,,0.1,,,,,,,,,,,,,,,1,,,,,,0.2,,0.1,,,,,,,,,,,,,,,2025/2026,24408,,
"Andreas Christensen",8634,"La Liga",,,449232,,401,,1,0.1,,,,,,,,,,,,,,,2,,,,,,0.3,,1,,,,1,,,,,,,,,,,2025/2026,24409,,
"Lucas Cepeda",10268,"La Liga",,,1280756,,399,,6,0.7,,,,,,,,,,,,,,,1,,,1,1,,0.9,,1.2,,,,1,,,,,,,,,,,2025/2026,24410,,
"Cristhian Stuani",7732,"La Liga",,,58294,,396,9.5,2,0.5,0.12,1.34,0.5,2,1.1,0.7,1.8,,,,,,,2.7,4,0.2,,5,5,1.14,5.4,1.22,7.4,2.7,4.3,,6,,,,2,,,,,,,2025/2026,24411,,
"Pablo Garc\\u00eda",8603,"La Liga",,,1662379,,378,,2,0.1,,,,,,,,,,,,,,,1,,,,,,1.4,,0.6,,,,1,,,,,,,,,,,2025/2026,24412,,
"Jhon Sol\\u00eds",7732,"La Liga",,,1433032,,374,,1,0.1,,,,,,,,,,,,,,,,,,,,,0.2,,0.8,,,,,,,,,,,,,,,2025/2026,24413,,
"Sebasti\\u00e1n Boselli",8305,"La Liga",,,1414777,,374,,1,0.1,,,,,,,,,,,,,,,3,,1,,,,0.4,,0.3,,,,1,,,,,,,,,,,2025/2026,24414,,
"Ezequiel \\u00c1vila",8603,"La Liga",,,361724,,371,,9,0.6,,,,,,,,,,,,,,,4,,,1,1,,1.6,,0.8,,,,2,,,,,,,,,,,2025/2026,24415,,
"Randy Nteka",8370,"La Liga",,,915264,,367,,4,0.1,,,,,,,,,,,,,,,3,,,3,3,,2.5,,2,,,,5,,,,,,,,,,,2025/2026,24416,,
"Jorge Cabello",8581,"La Liga",,,1617146,,364,,,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2025/2026,24417,,
"Dani C\\u00e1rdenas",8370,"La Liga",,,1041445,,360,,,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025/2026,24418,,
"Nico Serrano",8315,"La Liga",,,1203614,,356,,10,1.1,,,,,,,,,,,,,,,,,1,1,1,,0.7,,0.8,,,,,,,,,,,,,,,2025/2026,24419,,
"Renzo Saravia",10267,"La Liga",,,433819,,353,,1,0,,,,,,,,1,,,,,,,2,,,,,,0,,,,,,,,,,,,,,,,,2025/2026,24420,,
"Alex For\\u00e9s",8670,"La Liga",,,1304120,,351,,1,0.1,,,,,,,,,,,,,,,,,,,1,,1.2,,0.3,,,,2,,,1,,,,,,,,2025/2026,24421,,
"Jos\\u00e9 Luis Morales",8581,"La Liga",,,477472,,346,24.7,7,0.5,0.14,0.71,2.3,4.9,2.6,1,6.5,,,,,,,0.8,1,0.8,2,1,2,0.26,2.2,0.57,1.5,1,2.9,0.3,4,0.5,0.8,1,,,,,,,,2025/2026,24422,,
"Alex Freeman",10205,"La Liga",,,1338696,,340,,1,0.1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,2025/2026,24423,,
"Coba da Costa",8305,"La Liga",,,1676905,,339,,3,0.6,,,,,,,,,,,,,,,1,,,,,,0.3,,0.1,,,,,,,,,,,,,,,2025/2026,24424,,
"Asier Osambela",8371,"La Liga",,,1431121,,333,,3,0.1,,,,,,,,,,,,,,,1,,1,1,1,,0.4,,0.2,,,,,,,,,1,,,,,,2025/2026,24425,,
"Carlos Protesoni",9866,"La Liga",,,799914,,318,,3,0.3,,,,,,,,,,,,,,,,,,,,,0.2,,0.4,,,,,,,,,1,,,,,,2025/2026,24426,,
"Adnan Januzaj",8302,"La Liga",,,449241,,315,,11,0.9,,,,,,,,1,,,,,,,1,,,,,,0.3,,,,,,,,,,,,,,,,,2025/2026,24427,,
"Julio D\\u00edaz",9906,"La Liga",,,1447089,,311,,6,0.4,,,,,,,,,,,,,,,2,,1,,1,,0,,,,,,,,,1,,,,,,,,2025/2026,24428,,
"F\\u00e1bio Cardoso",8302,"La Liga",,,361751,,298,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025/2026,24429,,
"Javier Bo\\u00f1ar",9906,"La Liga",,,1367926,,298,,2,0.3,,,,,,,,,,,,,,,,,,1,1,,0.3,,0.9,,,,,,,,,,,,,,,2025/2026,24430,,
"David L\\u00f3pez",7732,"La Liga",,,215584,,293,,,0,,,,,,,,,,,,,,,,,,,,,0.6,,0.8,,,,1,,,,,,,,,,,2025/2026,24431,,
"Mariano D\\u00edaz",9866,"La Liga",,,518525,,282,,2,0.2,,,,,,,,,,,,,,,1,,2,,,,0.2,,0.4,,,,,,,,,,,,,,,2025/2026,24432,,
"Maroan Sannadi",8315,"La Liga",,,1425206,,281,,3,0.1,,,,,,,,,,,,,,,1,,1,1,1,,1.1,,1.1,,,,,,,,,,,,,,,2025/2026,24433,,
"Ville Koski",9866,"La Liga",,,1056461,,281,,1,0.2,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,2025/2026,24434,,
"Antoniu Roca",8558,"La Liga",,,1323403,,280,,4,0.4,,,,,,,,,,,,,,,2,,,,,,0.2,,0,,,,,,,,,,,,,,,2025/2026,24435,,
"Yago Santiago",10268,"La Liga",,,1137497,,278,,2,0.2,,,,,,,,,,,,,,,1,,,,,,0.1,,,,,,,,,,,1,,,,,,2025/2026,24436,,
