name,team,league,position,apps,minutes,us_goals,us_npg,us_assists,us_shots,us_key_passes,us_yellow_cards,us_red_cards,us_xg,us_npxg,us_xa,us_xg_chain,us_xg_buildup,xg90,npxg90,xa90,xg90_xa90,npxg90_xa90,xgchain90,xgbuildup90,season,row_id,norm_name,source
Rafael Obrador,Torino,Serie A,D M S,16,1135,1,1,3,7,11,1,0,0.1724,0.1724,1.0564,2.8037,2.079,0.0137,0.0137,0.0838,0.0975,0.0975,0.2223,0.1649,2025/2026,8353,,
Nikola Moro,Bologna,Serie A,M S,30,1784,1,1,0,21,26,1,0,0.9314,0.9314,2.0523,6.238,5.0887,0.047,0.047,0.1035,0.1505,0.1505,0.3147,0.2567,2025/2026,8354,,
Jack Harrison,Fiorentina,Serie A,D F M S,15,983,1,1,3,13,15,1,0,0.9175,0.9175,1.3328,5.4385,3.799,0.084,0.084,0.122,0.206,0.206,0.4979,0.3478,2025/2026,8355,,
Yunus Musah,"AC Milan,Atalanta",Serie A,D M S,20,623,1,1,0,7,4,1,0,0.7453,0.7453,0.7338,4.7116,3.2702,0.1077,0.1077,0.106,0.2137,0.2137,0.6806,0.4724,2025/2026,8356,,
Luis Henrique,Inter,Serie A,D S,30,1617,1,1,2,15,22,1,0,1.152,1.152,2.1901,8.6392,5.7536,0.0641,0.0641,0.1219,0.186,0.186,0.4808,0.3202,2025/2026,8357,,
Andy Diouf,Inter,Serie A,D M S,19,462,1,1,0,10,11,1,0,0.9449,0.9449,1.7516,4.3424,1.7893,0.1841,0.1841,0.3412,0.5253,0.5253,0.8459,0.3486,2025/2026,8358,,
Odilon Kossounou,Atalanta,Serie A,D S,19,981,1,1,0,5,4,1,0,0.2642,0.2642,0.2572,4.143,3.8508,0.0242,0.0242,0.0236,0.0478,0.0478,0.3801,0.3533,2025/2026,8359,,
Simone Canestrelli,Pisa,Serie A,D S,37,3200,1,1,0,16,10,4,0,1.3488,1.3488,0.4719,3.6674,3.022,0.0379,0.0379,0.0133,0.0512,0.0512,0.1031,0.085,2025/2026,8360,,
Alessandro Zanoli,Udinese,Serie A,D M S,19,1314,1,1,2,3,15,1,0,0.1,0.1,1.5539,3.5436,2.38,0.0068,0.0068,0.1064,0.1132,0.1132,0.2427,0.163,2025/2026,8361,,
Dennis Johnsen,Cremonese,Serie A,F M S,11,390,1,1,1,5,4,0,0,0.7362,0.7362,0.6198,1.2913,0.0665,0.1699,0.1699,0.143,0.3129,0.3129,0.298,0.0153,2025/2026,8362,,
Youssef Maleh,"Cremonese,Lecce",Serie A,M S,23,1574,1,1,0,22,9,4,1,1.2885,1.2885,0.6453,2.9693,1.8251,0.0737,0.0737,0.0369,0.1106,0.1106,0.1698,0.1044,2025/2026,8363,,
Fabiano Parisi,Fiorentina,Serie A,D F M S,23,1550,1,1,1,24,19,6,0,1.3022,1.3022,1.9189,6.7882,4.4645,0.0756,0.0756,0.1114,0.187,0.187,0.3942,0.2592,2025/2026,8364,,
Tommaso Baldanzi,"Genoa,Roma",Serie A,F M S,18,787,1,1,2,20,14,2,0,1.8793,1.8793,0.9014,4.4183,2.2227,0.2149,0.2149,0.1031,0.318,0.318,0.5053,0.2542,2025/2026,8365,,
Koni de Winter,AC Milan,Serie A,D S,26,1797,1,1,1,7,5,1,0,0.7966,0.7966,0.6499,8.047,7.8924,0.0399,0.0399,0.0325,0.0724,0.0724,0.403,0.3953,2025/2026,8366,,
Fabio Miretti,Juventus,Serie A,M S,23,585,1,1,2,18,11,1,0,1.628,1.628,1.2492,5.1148,2.6716,0.2505,0.2505,0.1922,0.4427,0.4427,0.7869,0.411,2025/2026,8367,,
Johan V\u00e1squez,Genoa,Serie A,D,36,3219,1,1,0,24,9,2,0,1.8855,1.8855,0.465,6.4928,6.2094,0.0527,0.0527,0.013,0.0657,0.0657,0.1815,0.1736,2025/2026,8368,,
Abdou Harroui,Verona,Serie A,F M S,23,908,1,0,0,12,14,3,0,1.1735,0.4122,0.6866,3.6475,2.702,0.1163,0.0409,0.0681,0.1844,0.109,0.3615,0.2678,2025/2026,8369,,
Iker Bravo,Udinese,Serie A,F S,8,199,1,1,0,4,3,1,0,0.4612,0.4612,0.2224,0.7864,0.203,0.2086,0.2086,0.1006,0.3092,0.3092,0.3557,0.0918,2025/2026,8370,,
Antonio Vergara,Napoli,Serie A,M S,12,625,1,1,2,10,11,2,0,0.7056,0.7056,0.8353,2.6104,1.2568,0.1016,0.1016,0.1203,0.2219,0.2219,0.3759,0.181,2025/2026,8371,,
Morten Frendrup,Genoa,Serie A,M S,36,3093,1,1,0,8,14,5,0,0.2742,0.2742,1.3583,6.0386,4.7931,0.008,0.008,0.0395,0.0475,0.0475,0.1757,0.1395,2025/2026,8372,,
Michel Aebischer,Pisa,Serie A,M S,35,2911,1,1,2,19,34,8,0,0.8299,0.8299,3.4363,9.9107,7.1171,0.0257,0.0257,0.1062,0.1319,0.1319,0.3064,0.22,2025/2026,8373,,
Lo\u00efs Openda,Juventus,Serie A,F M S,24,631,1,1,0,25,8,0,0,3.6467,3.6467,0.5983,5.0308,1.0974,0.5201,0.5201,0.0853,0.6054,0.6054,0.7175,0.1565,2025/2026,8374,,
Carlos Augusto,Inter,Serie A,D S,34,1745,1,1,1,20,11,6,0,1.9602,1.9602,1.1391,13.0393,11.1729,0.1011,0.1011,0.0588,0.1599,0.1599,0.6725,0.5763,2025/2026,8375,,
Emirhan Ilkhan,Torino,Serie A,M S,19,1028,1,1,2,13,12,2,1,2.3625,2.3625,1.2235,3.5587,2.1685,0.2068,0.2068,0.1071,0.3139,0.3139,0.3116,0.1898,2025/2026,8376,,
Dod\u00f4,Fiorentina,Serie A,D M,36,3158,1,1,2,25,51,7,0,1.3771,1.3771,5.3877,14.5283,10.4554,0.0392,0.0392,0.1535,0.1927,0.1927,0.414,0.298,2025/2026,8377,,
Emil Holm,"Bologna,Juventus",Serie A,D S,18,891,1,1,4,13,9,1,1,1.1489,1.1489,2.2786,4.3352,3.0599,0.1161,0.1161,0.2302,0.3463,0.3463,0.4379,0.3091,2025/2026,8378,,
Mikael Ellertsson,Genoa,Serie A,D M S,36,2770,1,1,1,26,16,1,1,2.1504,2.1504,2.5014,6.2506,3.1559,0.0699,0.0699,0.0813,0.1512,0.1512,0.2031,0.1025,2025/2026,8379,,
Sulemana,"Bologna,Cagliari",Serie A,M S,19,866,1,1,0,11,6,3,0,1.6922,1.6922,0.1447,2.7066,1.8742,0.1759,0.1759,0.015,0.1909,0.1909,0.2813,0.1948,2025/2026,8380,,
Jhon Lucum\u00ed,Bologna,Serie A,D S,29,2282,1,1,0,8,7,5,0,1.3786,1.3786,0.7873,7.4939,6.785,0.0544,0.0544,0.0311,0.0855,0.0855,0.2956,0.2676,2025/2026,8381,,
Lewis Ferguson,Bologna,Serie A,M S,27,1576,1,1,0,13,16,5,1,0.6512,0.6512,1.5658,5.2001,4.3743,0.0372,0.0372,0.0894,0.1266,0.1266,0.297,0.2498,2025/2026,8382,,
Isak Hien,Atalanta,Serie A,D S,28,1951,1,1,0,9,2,5,0,1.0833,1.0833,0.1073,6.4165,6.3568,0.05,0.05,0.0049,0.0549,0.0549,0.296,0.2932,2025/2026,8383,,
Cyril Ngonge,Torino,Serie A,F S,20,987,1,1,1,24,12,2,0,2.7625,2.7625,0.5624,4.7325,1.5956,0.2519,0.2519,0.0513,0.3032,0.3032,0.4315,0.1455,2025/2026,8384,,
Marco Palestra,Cagliari,Serie A,D F M S,37,3087,1,1,4,29,32,3,0,1.6532,1.6532,4.3976,8.444,3.8734,0.0482,0.0482,0.1282,0.1764,0.1764,0.2462,0.1129,2025/2026,8385,,
Sa\u00fal Coco,Torino,Serie A,D,35,3093,1,1,1,15,11,3,0,1.1569,1.1569,0.7588,6.5949,5.9522,0.0337,0.0337,0.0221,0.0558,0.0558,0.1919,0.1732,2025/2026,8386,,
Pietro Comuzzo,Fiorentina,Serie A,D S,27,1697,1,1,0,10,3,2,0,0.8149,0.8149,0.0444,5.9861,5.849,0.0432,0.0432,0.0024,0.0456,0.0456,0.3175,0.3102,2025/2026,8387,,
Lorenzo Lucca,Napoli,Serie A,F S,16,381,1,1,0,15,2,1,0,1.9075,1.9075,0.664,3.8791,1.3836,0.4506,0.4506,0.1569,0.6075,0.6075,0.9163,0.3268,2025/2026,8388,,
Ylber Ramadani,Lecce,Serie A,M,37,3236,1,1,0,35,19,10,0,1.2186,1.2186,1.3889,7.1936,5.0431,0.0339,0.0339,0.0386,0.0725,0.0725,0.2001,0.1403,2025/2026,8389,,
Gaetano Oristanio,Parma Calcio 1913,Serie A,F M S,20,853,1,1,0,23,10,1,0,2.3994,2.3994,0.6013,3.5321,0.7341,0.2532,0.2532,0.0634,0.3166,0.3166,0.3727,0.0775,2025/2026,8390,,
Matteo Prati,"Cagliari,Torino",Serie A,M S,33,1893,1,1,1,31,13,5,0,1.6767,1.6767,1.6993,6.0553,4.2625,0.0797,0.0797,0.0808,0.1605,0.1605,0.2879,0.2027,2025/2026,8391,,
Marcus Pedersen,Torino,Serie A,D M S,29,2148,1,1,2,15,20,3,0,1.6248,1.6248,2.8879,8.2926,4.0228,0.0681,0.0681,0.121,0.1891,0.1891,0.3475,0.1686,2025/2026,8392,,
Mart\u00edn Payero,Cremonese,Serie A,M S,25,1469,1,1,0,23,13,8,0,1.4322,1.4322,0.5584,3.3216,2.2478,0.0877,0.0877,0.0342,0.1219,0.1219,0.2035,0.1377,2025/2026,8393,,
Neil El Aynaoui,Roma,Serie A,M S,25,958,1,1,2,6,12,5,0,0.9577,0.9577,1.774,5.9169,3.7153,0.09,0.09,0.1667,0.2567,0.2567,0.5559,0.349,2025/2026,8394,,
Francesco Camarda,Lecce,Serie A,F S,21,671,1,1,0,16,4,1,0,2.378,1.6167,0.5864,1.6625,0.6395,0.319,0.2168,0.0787,0.3977,0.2955,0.223,0.0858,2025/2026,8395,,
Santiago Pierotti,Lecce,Serie A,F M S,37,2661,1,1,2,32,22,4,0,3.7692,3.7692,2.6034,7.3356,2.3824,0.1275,0.1275,0.0881,0.2156,0.2156,0.2481,0.0806,2025/2026,8396,,
Alieu Njie,Torino,Serie A,F M S,15,266,1,1,1,5,3,2,0,1.2114,1.2114,0.161,1.766,0.622,0.4099,0.4099,0.0545,0.4644,0.4644,0.5975,0.2105,2025/2026,8397,,
Alessandro Circati,Parma Calcio 1913,Serie A,D,31,2667,1,1,0,8,9,6,0,0.7364,0.7364,0.246,4.7672,4.2428,0.0249,0.0249,0.0083,0.0332,0.0332,0.1609,0.1432,2025/2026,8398,,
\u00c1lex Valle,Como,Serie A,D S,28,2028,1,1,4,11,14,3,0,0.8854,0.8854,1.4774,8.4397,6.7663,0.0393,0.0393,0.0656,0.1049,0.1049,0.3745,0.3003,2025/2026,8399,,
Jesper Karlstr\u00f6m,Udinese,Serie A,M,36,3164,1,1,0,20,16,6,0,0.9444,0.9444,0.8987,7.8527,6.5668,0.0269,0.0269,0.0256,0.0525,0.0525,0.2234,0.1868,2025/2026,8400,,
Fisayo Dele-Bashiru,Lazio,Serie A,M S,24,1159,1,1,0,9,11,0,0,0.5852,0.5852,1.1201,6.5922,5.6743,0.0454,0.0454,0.087,0.1324,0.1324,0.5119,0.4406,2025/2026,8401,,
Vasilije Adzic,Juventus,Serie A,M S,10,142,1,1,0,6,4,0,0,0.227,0.227,0.1823,0.4783,0.3747,0.1439,0.1439,0.1155,0.2594,0.2594,0.3031,0.2375,2025/2026,8402,,
Mandela Keita,Parma Calcio 1913,Serie A,M S,37,3016,1,1,1,16,11,1,0,0.484,0.484,0.2839,2.9601,2.3855,0.0144,0.0144,0.0085,0.0229,0.0229,0.0883,0.0712,2025/2026,8403,,
Adrian Benedyczak,Parma Calcio 1913,Serie A,F S,14,476,1,0,1,8,9,1,0,1.9939,1.2326,1.4537,2.2258,0.8174,0.377,0.2331,0.2749,0.6519,0.508,0.4208,0.1546,2025/2026,8404,,
Robinio Vaz,Roma,Serie A,S,12,184,1,1,0,5,0,0,0,0.6553,0.6553,0.0,0.7227,0.1572,0.3205,0.3205,0.0,0.3205,0.3205,0.3535,0.0769,2025/2026,8405,,
Devyne Rensch,Roma,Serie A,D M S,24,1180,1,1,4,6,10,1,0,0.5695,0.5695,2.7164,4.8665,3.605,0.0434,0.0434,0.2072,0.2506,0.2506,0.3712,0.275,2025/2026,8406,,
Idrissa Gueye,Udinese,Serie A,F S,19,368,1,1,0,20,4,2,0,2.2641,2.2641,0.157,3.5067,1.6756,0.5537,0.5537,0.0384,0.5921,0.5921,0.8576,0.4098,2025/2026,8407,,
Jamil Siebert,Lecce,Serie A,D S,21,1701,1,1,0,6,3,3,0,0.4798,0.4798,0.3155,2.341,1.9713,0.0254,0.0254,0.0167,0.0421,0.0421,0.1239,0.1043,2025/2026,8408,,
Noa Lang,Napoli,Serie A,F M S,18,645,1,1,2,9,14,2,0,1.3652,1.3652,1.975,4.1738,2.764,0.1905,0.1905,0.2756,0.4661,0.4661,0.5824,0.3857,2025/2026,8409,,
Jari Vandeputte,Cremonese,Serie A,M S,32,1977,1,1,5,20,54,3,0,2.1105,2.1105,6.268,7.4045,4.1257,0.0961,0.0961,0.2853,0.3814,0.3814,0.3371,0.1878,2025/2026,8410,,
Francesco Folino,Cremonese,Serie A,D S,18,690,1,1,0,2,1,0,0,0.368,0.368,0.0161,0.8554,0.8554,0.048,0.048,0.0021,0.0501,0.0501,0.1116,0.1116,2025/2026,8411,,
Nicolas K\u00fchn,Como,Serie A,M S,23,643,1,1,1,8,11,0,0,0.9032,0.9032,1.4387,4.0391,1.8611,0.1264,0.1264,0.2014,0.3278,0.3278,0.5653,0.2605,2025/2026,8412,,
Idrissa Tour\u00e9,Pisa,Serie A,D M S,32,2283,1,1,0,28,20,4,1,2.9979,2.9979,3.5666,7.3135,3.0379,0.1182,0.1182,0.1406,0.2588,0.2588,0.2883,0.1198,2025/2026,8413,,
Jo\u00e3o M\u00e1rio,"Bologna,Juventus",Serie A,D S,20,1003,1,1,0,7,8,2,0,0.2812,0.2812,0.7328,3.5708,2.7405,0.0252,0.0252,0.0658,0.091,0.091,0.3204,0.2459,2025/2026,8414,,
Christian Ord\u00f3\u00f1ez,Parma Calcio 1913,Serie A,M S,28,1076,1,1,0,10,6,3,1,0.4495,0.4495,0.2705,1.8653,1.4927,0.0376,0.0376,0.0226,0.0602,0.0602,0.156,0.1249,2025/2026,8415,,
Oliver S\u00f8rensen,Parma Calcio 1913,Serie A,D M S,34,1834,1,1,1,15,9,2,0,2.0451,2.0451,0.7403,5.0425,3.4158,0.1004,0.1004,0.0363,0.1367,0.1367,0.2475,0.1676,2025/2026,8416,,
Jakub Piotrowski,Udinese,Serie A,M S,33,1702,1,1,1,36,12,2,0,3.2054,3.2054,0.7784,6.5128,3.213,0.1695,0.1695,0.0412,0.2107,0.2107,0.3444,0.1699,2025/2026,8417,,
Edoardo Iannoni,Sassuolo,Serie A,M S,15,230,1,1,0,3,0,3,0,0.7572,0.7572,0.0,0.8943,0.1371,0.2963,0.2963,0.0,0.2963,0.2963,0.3499,0.0536,2025/2026,8418,,
Mariano Troilo,Parma Calcio 1913,Serie A,D S,21,1631,1,1,0,9,7,5,2,0.9772,0.9772,0.6567,2.2315,1.7643,0.0539,0.0539,0.0362,0.0901,0.0901,0.1231,0.0974,2025/2026,8419,,
Lorran,Pisa,Serie A,S,9,95,1,1,0,3,1,0,0,0.7093,0.7093,0.0623,0.9076,0.1359,0.672,0.672,0.059,0.731,0.731,0.8598,0.1287,2025/2026,8420,,
Juan Rodr\u00edguez,Cagliari,Serie A,D S,17,1327,1,1,0,3,0,3,0,1.1984,1.1984,0.0,2.5587,2.5306,0.0813,0.0813,0.0,0.0813,0.0813,0.1735,0.1716,2025/2026,8421,,
Yael Trepy,Cagliari,Serie A,S,8,68,1,1,0,7,2,0,0,0.598,0.598,0.1456,0.6775,0.0,0.7915,0.7915,0.1927,0.9842,0.9842,0.8967,0.0,2025/2026,8422,,
Rafiu Durosinmi,Pisa,Serie A,F S,12,428,1,1,1,9,3,1,1,0.7598,0.7598,0.0876,0.9264,0.1827,0.1598,0.1598,0.0184,0.1782,0.1782,0.1948,0.0384,2025/2026,8423,,
Felipe Loyola,Pisa,Serie A,M S,11,541,1,1,0,9,4,0,1,0.7549,0.7549,0.5434,1.6334,0.5015,0.1256,0.1256,0.0904,0.216,0.216,0.2717,0.0834,2025/2026,8424,,
Yann Sommer,Inter,Serie A,GK,33,2962,0,0,0,0,0,0,0,0.0,0.0,0.0,7.8387,7.8387,0.0,0.0,0.0,0.0,0.0,0.2382,0.2382,2025/2026,8425,,
Sead Kolasinac,Atalanta,Serie A,D S,19,1233,0,0,0,3,0,3,0,0.1228,0.1228,0.0,4.2007,4.1688,0.009,0.009,0.0,0.009,0.009,0.3066,0.3043,2025/2026,8426,,
David de Gea,Fiorentina,Serie A,GK,37,3330,0,0,0,0,1,1,0,0.0,0.0,0.0264,4.4259,4.3995,0.0,0.0,0.0007,0.0007,0.0007,0.1196,0.1189,2025/2026,8427,,
Matteo Darmian,Inter,Serie A,D S,6,241,0,0,0,0,0,0,0,0.0,0.0,0.0,0.7373,0.7373,0.0,0.0,0.0,0.0,0.0,0.2753,0.2753,2025/2026,8428,,
Fikayo Tomori,AC Milan,Serie A,D S,33,2572,0,0,2,9,4,6,1,0.5944,0.5944,1.0016,8.9091,7.4683,0.0208,0.0208,0.035,0.0558,0.0558,0.3117,0.2613,2025/2026,8429,,
Angelino,Roma,Serie A,D M S,7,427,0,0,0,5,5,2,0,0.2326,0.2326,0.2805,0.7899,0.6207,0.049,0.049,0.0591,0.1081,0.1081,0.1665,0.1308,2025/2026,8430,,
Mattia Perin,Juventus,Serie A,GK,9,766,0,0,0,0,1,0,0,0.0,0.0,0.0818,3.3018,3.22,0.0,0.0,0.0096,0.0096,0.0096,0.3879,0.3783,2025/2026,8431,,
Alessio Romagnoli,Lazio,Serie A,D S,32,2670,0,0,0,9,3,6,1,1.5351,1.5351,0.0711,5.8272,5.7501,0.0517,0.0517,0.0024,0.0541,0.0541,0.1964,0.1938,2025/2026,8432,,
Simone Scuffet,Pisa,Serie A,GK,7,630,0,0,0,0,0,0,0,0.0,0.0,0.0,0.5828,0.5828,0.0,0.0,0.0,0.0,0.0,0.0833,0.0833,2025/2026,8433,,
Cristiano Biraghi,Torino,Serie A,D M S,14,497,0,0,0,2,7,0,0,0.0619,0.0619,0.3642,0.7062,0.4561,0.0112,0.0112,0.066,0.0772,0.0772,0.1279,0.0826,2025/2026,8434,,
Lorenzo De Silvestri,Bologna,Serie A,D S,12,499,0,0,0,0,5,2,0,0.0,0.0,0.1587,0.8127,0.654,0.0,0.0,0.0286,0.0286,0.0286,0.1466,0.118,2025/2026,8435,,
Daniele Padelli,Udinese,Serie A,GK,2,180,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025/2026,8436,,
Patric,Lazio,Serie A,D M S,14,657,0,0,0,5,2,2,0,0.2268,0.2268,0.3095,2.1572,2.0457,0.0311,0.0311,0.0424,0.0735,0.0735,0.2955,0.2802,2025/2026,8437,,
Ciro Immobile,Bologna,Serie A,F S,6,185,0,0,0,2,1,1,0,0.0629,0.0629,0.0634,0.2142,0.1259,0.0306,0.0306,0.0308,0.0614,0.0614,0.1042,0.0612,2025/2026,8438,,
Juan Jesus,Napoli,Serie A,D S,24,1670,0,0,0,3,4,8,1,0.2074,0.2074,0.2721,6.6241,6.3835,0.0112,0.0112,0.0147,0.0259,0.0259,0.357,0.344,2025/2026,8439,,
Edin Dzeko,Fiorentina,Serie A,F S,11,220,0,0,0,4,2,1,0,0.2566,0.2566,0.1748,0.5697,0.4146,0.105,0.105,0.0715,0.1765,0.1765,0.2331,0.1696,2025/2026,8440,,
Edoardo Goldaniga,Como,Serie A,S,2,12,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025/2026,8441,,
Giuseppe Pezzella,Cremonese,Serie A,D M S,31,2599,0,0,1,6,27,8,1,0.1174,0.1174,1.6625,5.0091,3.7202,0.0041,0.0041,0.0576,0.0617,0.0617,0.1735,0.1288,2025/2026,8442,,
Daniele Rugani,"Fiorentina,Juventus",Serie A,D S,12,577,0,0,0,1,0,2,0,0.2712,0.2712,0.0,1.2558,1.2558,0.0423,0.0423,0.0,0.0423,0.0423,0.1959,0.1959,2025/2026,8443,,
Emil Audero,Cremonese,Serie A,GK,34,3060,0,0,0,0,0,0,0,0.0,0.0,0.0,0.9798,0.9798,0.0,0.0,0.0,0.0,0.0,0.0288,0.0288,2025/2026,8444,,
Lukasz Skorupski,Bologna,Serie A,GK,19,1594,0,0,0,0,0,1,1,0.0,0.0,0.0,1.6174,1.6174,0.0,0.0,0.0,0.0,0.0,0.0913,0.0913,2025/2026,8445,,
Federico Ceccherini,Cremonese,Serie A,D S,9,475,0,0,1,5,2,1,1,0.1905,0.1905,0.4169,0.7198,0.6481,0.0361,0.0361,0.079,0.1151,0.1151,0.1364,0.1228,2025/2026,8446,,
Elseid Hysaj,Lazio,Serie A,D S,5,166,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0131,0.0131,0.0,0.0,0.0,0.0,0.0,0.0071,0.0071,2025/2026,8447,,
Luca Lezzerini,Fiorentina,Serie A,S,1,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.078,0.078,0.0,0.0,0.0,0.0,0.0,2.34,2.34,2025/2026,8448,,
Adam Masina,Torino,Serie A,D S,5,224,0,0,1,0,2,0,0,0.0,0.0,0.4118,0.4253,0.4129,0.0,0.0,0.1655,0.1655,0.1655,0.1709,0.1659,2025/2026,8449,,
Pol Lirola,Verona,Serie A,D S,6,310,0,0,0,0,1,1,0,0.0,0.0,0.0142,0.073,0.0588,0.0,0.0,0.0041,0.0041,0.0041,0.0212,0.0171,2025/2026,8450,,
Francesco Acerbi,Inter,Serie A,D S,18,1380,0,0,1,3,4,2,0,0.3708,0.3708,0.9359,4.6278,4.5293,0.0242,0.0242,0.061,0.0852,0.0852,0.3018,0.2954,2025/2026,8451,,
Marco Sportiello,Atalanta,Serie A,GK,1,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.4067,0.4067,0.0,0.0,0.0,0.0,0.0,0.4067,0.4067,2025/2026,8452,,
Alberto Grassi,Cremonese,Serie A,M S,30,1758,0,0,0,13,8,4,1,0.7624,0.7624,0.4524,3.6922,2.7019,0.039,0.039,0.0232,0.0622,0.0622,0.189,0.1383,2025/2026,8453,,
Stefan de Vrij,Inter,Serie A,D S,11,675,0,0,0,6,2,1,0,0.357,0.357,0.1031,5.0144,4.8549,0.0476,0.0476,0.0137,0.0613,0.0613,0.6686,0.6473,2025/2026,8454,,
Federico Ravaglia,Bologna,Serie A,GK S,17,1468,0,0,0,0,0,4,0,0.0,0.0,0.0,1.1016,1.1016,0.0,0.0,0.0,0.0,0.0,0.0675,0.0675,2025/2026,8455,,
Arkadiusz Milik,Juventus,Serie A,S,2,33,0,0,0,2,0,0,0,0.2569,0.2569,0.0,0.0584,0.0492,0.7006,0.7006,0.0,0.7006,0.7006,0.1593,0.1342,2025/2026,8456,,
Ra\u00fal Albiol,Pisa,Serie A,D S,8,494,0,0,1,1,3,1,0,0.0676,0.0676,0.9097,0.9724,0.8516,0.0123,0.0123,0.1657,0.178,0.178,0.1772,0.1551,2025/2026,8457,,
Alessandro Deiola,Cagliari,Serie A,D M S,20,1444,0,0,2,22,6,3,0,2.2286,2.2286,0.5955,4.5456,2.9704,0.1389,0.1389,0.0371,0.176,0.176,0.2833,0.1851,2025/2026,8458,,
\u00c1lvaro Morata,Como,Serie A,F S,26,917,0,0,1,23,10,2,1,4.9107,4.1494,0.7772,3.674,0.655,0.482,0.4072,0.0763,0.5583,0.4835,0.3606,0.0643,2025/2026,8459,,
Matteo Bianchetti,Cremonese,Serie A,D S,27,2222,0,0,2,7,4,4,0,0.7512,0.7512,0.4878,3.3218,3.0193,0.0304,0.0304,0.0198,0.0502,0.0502,0.1345,0.1223,2025/2026,8460,,
Nicola Leali,Genoa,Serie A,GK S,22,1843,0,0,0,0,2,2,1,0.0,0.0,0.1998,1.4363,1.2365,0.0,0.0,0.0098,0.0098,0.0098,0.0701,0.0604,2025/2026,8461,,
Alex Meret,Napoli,Serie A,GK,11,982,0,0,1,0,1,1,0,0.0,0.0,0.2712,1.5829,1.5829,0.0,0.0,0.0249,0.0249,0.0249,0.1451,0.1451,2025/2026,8462,,
Stefano Sabelli,Genoa,Serie A,D M S,16,930,0,0,0,8,6,0,0,0.4037,0.4037,0.3218,3.7337,3.2005,0.0391,0.0391,0.0311,0.0702,0.0702,0.3613,0.3097,2025/2026,8463,,
Daniele Sommariva,Genoa,Serie A,GK S,2,176,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0384,0.0384,0.0,0.0,0.0,0.0,0.0,0.0196,0.0196,2025/2026,8464,,
Berat Gjimshiti,Atalanta,Serie A,D S,34,2522,0,0,0,16,5,4,0,1.694,1.694,0.3319,9.5884,8.9272,0.0605,0.0605,0.0118,0.0723,0.0723,0.3422,0.3186,2025/2026,8465,,
Nicholas Pierini,Sassuolo,Serie A,S,11,116,0,0,0,5,4,1,0,0.3286,0.3286,0.1156,0.1829,0.0,0.2549,0.2549,0.0897,0.3446,0.3446,0.1419,0.0,2025/2026,8466,,
Filippo Romagna,Sassuolo,Serie A,D S,5,319,0,0,0,2,0,0,0,0.0469,0.0469,0.0,0.3253,0.3253,0.0132,0.0132,0.0,0.0132,0.0132,0.0918,0.0918,2025/2026,8467,,
Sergi Roberto,Como,Serie A,M S,20,507,0,0,0,6,8,3,0,1.082,1.082,0.3468,4.1128,3.4828,0.1921,0.1921,0.0616,0.2537,0.2537,0.7301,0.6182,2025/2026,8468,,
Maxwel Cornet,Genoa,Serie A,M S,8,110,0,0,0,4,6,0,0,1.4296,0.6683,0.2458,0.7464,0.0145,1.1697,0.5468,0.2011,1.3708,0.7479,0.6107,0.0119,2025/2026,8469,,
Benjamin Pavard,Inter,Serie A,D,1,90,0,0,0,1,1,0,0,0.0461,0.0461,0.0268,0.6804,0.6804,0.0461,0.0461,0.0268,0.0729,0.0729,0.6804,0.6804,2025/2026,8470,,
Hassane Kamara,Udinese,Serie A,D M S,26,1883,0,0,2,16,23,5,0,0.8898,0.8898,2.5138,6.3781,4.1133,0.0425,0.0425,0.1201,0.1626,0.1626,0.3048,0.1966,2025/2026,8471,,
Mike Maignan,AC Milan,Serie A,GK,37,3296,0,0,0,0,0,4,0,0.0,0.0,0.0,5.2755,5.2755,0.0,0.0,0.0,0.0,0.0,0.1441,0.1441,2025/2026,8472,,
Milan Djuric,"Cremonese,Parma Calcio 1913",Serie A,F S,23,411,0,0,1,14,5,1,0,0.8127,0.8127,0.7613,2.1519,0.8761,0.178,0.178,0.1667,0.3447,0.3447,0.4712,0.1918,2025/2026,8473,,
Nikita Contini,Napoli,Serie A,S,1,8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025/2026,8474,,
Arturo Calabresi,Pisa,Serie A,D S,26,1536,0,0,0,4,4,8,0,0.2408,0.2408,0.0651,2.2634,2.1927,0.0141,0.0141,0.0038,0.0179,0.0179,0.1326,0.1285,2025/2026,8475,,
Alessio Zerbin,Cremonese,Serie A,D M S,32,1643,0,0,3,21,17,1,0,1.8215,1.8215,2.4867,5.1341,1.9742,0.0998,0.0998,0.1362,0.236,0.236,0.2812,0.1081,2025/2026,8476,,
